"Unused variable, import, function or class","Unused variables, imports, functions or classes may be a symptom of a bug and should be examined carefully.","recommendation","Unused import ContentEditorModal.","/ui/settings/McpTab.ts","3","1","3","58"
"Unused variable, import, function or class","Unused variables, imports, functions or classes may be a symptom of a bug and should be examined carefully.","recommendation","Unused import PROVIDER_COLORS.","/ui/settings/ModelConfigModal.ts","3","1","3","126"
"Unused variable, import, function or class","Unused variables, imports, functions or classes may be a symptom of a bug and should be examined carefully.","recommendation","Unused import Setting.","/ui/settings/ModelsTab.ts","1","1","1","57"
"Unused variable, import, function or class","Unused variables, imports, functions or classes may be a symptom of a bug and should be examined carefully.","recommendation","Unused import TOOL_GROUP_MAP.","/ui/settings/ModesTab.ts","5","1","5","79"
"Unused variable, import, function or class","Unused variables, imports, functions or classes may be a symptom of a bug and should be examined carefully.","recommendation","Unused import ContentEditorModal.","/ui/settings/ModesTab.ts","9","1","9","58"
"Unused variable, import, function or class","Unused variables, imports, functions or classes may be a symptom of a bug and should be examined carefully.","recommendation","Unused import addInfoButton.","/ui/settings/ModesTab.ts","12","1","12","40"
"Unused variable, import, function or class","Unused variables, imports, functions or classes may be a symptom of a bug and should be examined carefully.","recommendation","Unused variable allGroupTools.","/ui/settings/ModesTab.ts","294","35","294","47"
"Unused variable, import, function or class","Unused variables, imports, functions or classes may be a symptom of a bug and should be examined carefully.","recommendation","Unused imports Notice, setIcon.","/ui/settings/PermissionsTab.ts","1","1","1","57"
"Unused variable, import, function or class","Unused variables, imports, functions or classes may be a symptom of a bug and should be examined carefully.","recommendation","Unused import Setting.","/ui/settings/PromptsTab.ts","1","1","1","57"
"Unused variable, import, function or class","Unused variables, imports, functions or classes may be a symptom of a bug and should be examined carefully.","recommendation","Unused import Setting.","/ui/settings/RulesTab.ts","1","1","1","57"
"Unused variable, import, function or class","Unused variables, imports, functions or classes may be a symptom of a bug and should be examined carefully.","recommendation","Unused imports Notice, setIcon.","/ui/settings/ShellTab.ts","1","1","1","57"
"Unused variable, import, function or class","Unused variables, imports, functions or classes may be a symptom of a bug and should be examined carefully.","recommendation","Unused imports Notice, setIcon.","/ui/settings/VaultTab.ts","1","1","1","57"
"Unused variable, import, function or class","Unused variables, imports, functions or classes may be a symptom of a bug and should be examined carefully.","recommendation","Unused imports Notice, setIcon.","/ui/settings/WebSearchTab.ts","1","1","1","57"
"Unused variable, import, function or class","Unused variables, imports, functions or classes may be a symptom of a bug and should be examined carefully.","recommendation","Unused import Setting.","/ui/settings/WorkflowsTab.ts","1","1","1","57"
"Unused variable, import, function or class","Unused variables, imports, functions or classes may be a symptom of a bug and should be examined carefully.","recommendation","Unused variable subRow.","/ui/sidebar/ToolPickerPopover.ts","155","21","155","26"
"Useless conditional","If a conditional expression always evaluates to true or always evaluates to false, this suggests incomplete code or a logic error.","warning","This use of variable 'inTargetView' always evaluates to true.","/core/tools/vault/QueryBaseTool.ts","154","21","154","32"
